Elementos,Aspectos,Esfera de Governo,Local,Tipo de documento,Título do documento,Ano,Tipo de Legislação,Descrição,Trecho da Lei,Link,observações 
Obras e Instalação de Infraestrutura,Obrigação em manter a calçada sem irregularidades,Município,São Paulo,Decreto,Lei do Passeio Livre Decreto 52.903/2012,2012,obrigatoriedade,Obrigações dos permissionários de uso das vias em mantar o passeio público.,"Art. 15.  § 2º. As permissionárias de uso de vias públicas para a implantação de equipamentos de infraestrutura urbana destinados à prestação de serviços públicos e privados repararão os danos causados aos passeios públicos na conformidade do disposto em legislação específica.
",http://www.leispaulistanas.com.br/calcada-passeios-muros-limpeza/decreto-no-52903-de-6-de-janeiro-de-2012,
Obras e Instalação de Infraestrutura,Obrigação em manter a calçada sem irregularidades,Município,Recife,Decreto,Regulamentação de calçadas Decreto 20.604/2004,2004,obrigatoriedade,As concessionárias ou executoras de obras públicas são responsáveis pela recuperação de passeios danificados em decorrencia da execução dos seus serviços.,"Art. 12. Na hipótese de dano à calçada ou passeio, a recuperação caberá a quem der causa. Parágrafo único. As concessionárias de serviços públicos ou de utilidade pública e as entidades a elas equiparadas, bem como as empresas executoras de obras públicas ou privadas são responsáveis pela recuperação dos passeios e calçadas avariados em decorrência da execução dos seus serviços.",http://www.legiscidade.recife.pe.gov.br/decreto/20604/,
Obras e Instalação de Infraestrutura,Proteção ao pedestre e reconstituição do passeio,Município,São Paulo,Lei,Código de Obras e Edificações de São Paulo. Lei 11.228/1992.,1992,obrigatoriedade,Regulamenta as providências que devem ser tomadas em relação ao passeio público durante a execução de obras nos lotes lindeiros à calçada.,"5.1.1 – Durante a execução das obras será obrigatória manutenção do passeio desobstruído e em perfeitas condições, conforme legislação municipal vigente, sendo vedada sua utilização, ainda que temporária, como canteiro de obras ou para carga e descarga de materiais de construção, salvo no lado interior dos tapumes que avançarem sobre o logradouro. 5.2.1 – Durante o desenvolvimento de serviços de fachada nas obras situadas no alinhamento ou dele afastadas de 1,20m (um metro e vinte centímetros) será obrigatório, mediante emissão de Alvará de Autorização, o avanço do tapume sobre o passeio até, no máximo, metade de sua largura, de forma a proteger o pedestre. 5.2.1.1 – Quando a largura livre do passeio resultar inferior a 0,90m (noventa centímetros) e se tratar de obra em logradouro sujeito a intenso tráfego de veículos, deverá ser solicitada autorização para em caráter excepcional, e a critério da PMSP, desviar-se o trânsito de pedestres para parte protegida do leito carroçável. 5.2.1.2 – Enquanto os serviços da obra se desenvolverem a altura superior a 4,00m (quatro metros) do passeio, o tapume será obrigatoriamente mantido no alinhamento, permitida a ocupação do passeio apenas para apoio de cobertura para proteção de pedestres, com pé-direito mínimo de 2,50m (dois metros e cinquenta centímetros). 5.2.2.2 – Concluídos os serviços de fachada, ou paralisada a obra por período superior a 30 (trinta) dias, o tapume será obrigatoriamente recuado para o alinhamento.",http://www.prefeitura.sp.gov.br/cidade/secretarias/subprefeituras/upload/pinheiros/arquivos/COE_1253646799.pdf,
Obras e Instalação de Infraestrutura,Proteção ao pedestre e reconstituição do passeio,Município,Belo Horizonte,Lei,Código de Posturas de Belo Horizonte - Lei 8.616/2003,2003,obrigatoriedade,Regulamenta as obrigações e procedimentos para a realização de obra em logradouro público.,"Art. 39 - A execução de obra ou serviço em logradouro público, por particular ou pelo Poder Público, somente poderá ser iniciada se tiverem sido atendidas as condições que o documento de licenciamento respectivo tiver estabelecido para a segurança do pedestre, do bem localizado em sua área de abrangência e do trânsito de veículo. Art. 41 - O responsável pela execução de obra ou serviço deverá, ao seu final, recompor o logradouro público na forma em que o tiver encontrado. 
Parágrafo único - A obrigação prevista no caput se estende pelo prazo dos 24 (vinte e quatro) meses seguintes ao final da obra ou serviço, caso o dano superveniente seja deles decorrente.  Art. 43 - Concluída a obra ou serviço, o responsável fará a devida comunicação ao órgão próprio do Executivo, que realizará a competente vistoria. ",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=23290&lang=pt_BR&pg=5570&taxp=0&,
Obras e Instalação de Infraestrutura,Proteção ao pedestre e reconstituição do passeio,Município,Belo Horizonte,Lei,Código de Posturas de Belo Horizonte - Lei 8.616/2003,2003,obrigatoriedade,Regulamenta a instalação subterrânea no passeio público.,"Art. 43-A - A instalação de mobiliário urbano subterrâneo deverá ser feita conforme projeto previamente licenciado, ficando suas caixas de acesso na faixa destinada a mobiliário urbano, respeitando, ainda, os critérios definidos em regulamento.  § 1° - Será realizado chamamento público para a realização de obras em dutos subterrâneos sempre que houver solicitação para realização dessas intervenções por uma concessionária.
§ 2° - Concluídas as obras objeto do chamamento público, novas intervenções no local ficam proibidas durante 5 (cinco) anos.",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=23290&lang=pt_BR&pg=5570&taxp=0&,
Obras e Instalação de Infraestrutura,Proteção ao pedestre e reconstituição do passeio,Município,Belo Horizonte,Lei,Código de Posturas de Belo Horizonte - Lei 8.616/2003,2003,obrigatoriedade,Devem ser respeitadas as normas estabelecidas pelas empresas concessionárias das redes de infraestrutura.,"Art. 43-B - Os parâmetros e normas estabelecidos pela TELEBRÁS, ANATEL, ELETROBRÁS e ANEEL, para a instalação de equipamentos e fiações aéreos de telecomunicações e energia, constituem regras de posturas a serem observadas no Município.",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=23290&lang=pt_BR&pg=5570&taxp=0&,
Acesso ao lote,Rampa e guia rebaixada para veículos,Federal,Brasil,Norma Brasileira,NBR9050,2015,obrigatoriedade,Estabelece que as rampas de acesso devem estar na faixa de serviço ou de acesso,"6.12.4 Acesso do veículo ao lote. O acesso de veículos aos lotes e seus espaços de circulação e estacionamento deve ser feito de forma a não interferir na faixa livre de circulação de pedestres, sem criar degraus ou desníveis. Nas faixas de serviço e de acesso é permitida a existência de rampas.",http://www.pessoacomdeficiencia.gov.br/app/sites/default/files/arquivos/%5Bfield_generico_imagens-filefield-description%5D_164.pdf,
Acesso ao lote,Rampa e guia rebaixada para veículos,Município,São Paulo,Decreto,Decreto 45.904/2005 Padronização dos passeios.,2005,obrigatoriedade,Estabelece  as regras para o rebaixamento de guia e rampas.,"Art. 16. O rebaixamento de guia para acesso aos veículos deverá:
I - localizar-se dentro da faixa de serviço junto à guia ou dentro da faixa de acesso junto aos imóveis, não obstruindo a faixa de livre circulação;
II - possuir 1 (um) degrau separador entre o nível da sarjeta e a concordância com o rebaixamento, com altura média de 2cm (dois centímetros);
III - conter abas de acomodação lateral para os rebaixamentos de guia e implantação de rampas destinadas ao acesso de veículos quando eles intervierem, no sentido longitudinal, em áreas de circulação ou travessia de pedestres;
IV - não interferir na inclinação transversal da faixa de livre circulação de pedestres;
V - nas áreas de acesso aos veículos, a concordância ente o nível do passeio e o nível do leito carroçável na rua, decorrente do rebaixamento das guias, deverá ocorrer na faixa de serviço não ocupando mais que 1/3 (um terço) da largura do passeio, respeitando o mínimo de 50cm (cinqüenta centímetros) e o máximo de 1,00m (um metro), não devendo interferir na inclinação transversal da faixa de livre circulação.
Parágrafo único. Os locais destinados a postos de gasolina, oficinas, estacionamentos ou garagens de uso coletivo deverão ter suas entradas e saídas devidamente identificadas e sinalizadas.
",http://www3.prefeitura.sp.gov.br/cadlem/secretarias/negocios_juridicos/cadlem/integra.asp?alt=20052005D%20459040000,Óbvio que o rebaixamento de gui dee ser feito na faixa de serviço. Não deveria também mencionar a rampa para acesso ao lote privado?
Acesso ao lote,Rampa e guia rebaixada para veículos,Município,Recife,Decreto,Regulamentação de calçadas Decreto 20.604/2004,2004,obrigatoriedade,Estabelece regras para a implantação de rampas de veículos de acesso ao lote privado.,"Art. 9º As rampas destinadas à entrada de veículos não poderão ocupar mais de 1/3 (um terço) da largura do passeio, com o máximo de um metro, no sentido da sua largura, devendo ser preservada a faixa exclusiva de circulação de pedestre. § 1º As rampas destinadas ao acesso de veículos deverão ser executadas conforme a legislação vigente. § 2º A construção de rampas nos passeios só será permitida quando delas não resultar prejuízo para a arborização pública. § 3º Se, para construção de uma rampa, for indispensável a transplantação de uma árvore, ela poderá ser feita, a juízo da Prefeitura por meio do órgão competente, para local à pequena distância, correndo as despesas correspondentes por conta do interessado.",http://www.legiscidade.recife.pe.gov.br/decreto/20604/,
Acesso ao lote,Rampa e guia rebaixada para veículos,Município,São Paulo,Decreto,Lei do Passeio Livre Decreto 52.903/2012,2012,obrigatoriedade,Estabelece que a Prefeitura é responsável pelo rebaixamento de guias.,"Art. 25. A abertura de gárgulas sob o passeio público, para escoamento das águas pluviais, o rebaixamento e o chanframento de guias para acesso de veículos serão executados pela Prefeitura, mediante requerimento do interessado e pagamento dos preços devidos, os quais serão calculados com base nos custos unitários dos serviços e atualizados em consonância com a legislação vigente.
§ 1º. As pessoas físicas ou jurídicas que realizarem os serviços de que trata o “caput” deste artigo incorrerão em multa correspondente ao triplo do valor do preço dos serviços, atualizada anualmente pela variação do Índice de Preços ao Consumidor Amplo – IPCA, apurado pelo Instituto Brasileiro de Geografia e Estatística – IBGE, ou por outro índice que venha a substituí-lo.
§ 2º. Se a Prefeitura, por qualquer motivo, necessitar refazer ou reparar os serviços executados clandestinamente, o infrator, além da multa aplicada por inobservância ao disposto no “caput” deste artigo, responderá pelo preço correspondente ao refazimento ou reparo e, se for o caso, pelo valor das guias danificadas ou que não puderem ser aproveitadas.
Art. 26. O rebaixamento de guias para acesso de veículos será executado nas seguintes hipóteses:
I - para as entradas ou saídas de veículos constantes de projetos aprovados pela Prefeitura;
II - para as entradas ou saídas de veículos nos imóveis existentes, edificados ou não, atendidas as disposições da normatização específica, após pronunciamento favorável da Subprefeitura competente.
",http://www.leispaulistanas.com.br/calcada-passeios-muros-limpeza/decreto-no-52903-de-6-de-janeiro-de-2012,
Acesso ao lote,Postos de abastecimento de combustíveis,Município,São Paulo,Decreto,Decreto 45.904/2005 Padronização dos passeios.,2005,proibição,Estabelece os critérios para rebaixamento de guias nos postos de abastecimento de combustíveis.,"Art. 23. O rebaixamento de guia para acesso de veículos aos postos de gasolina e similares não poderá ultrapassar 50% (cinqüenta por cento) do total da testada do lote, não podendo ultrapassar 7,00m (sete metros) contínuos, ficando vedado o rebaixamento integral das esquinas.
Parágrafo único. Deverão também ser respeitadas as disposições previstas na Lei nº 11.656, de 18 de outubro de 1994, e nos Decretos nº 35.250, de 28 de junho de 1995, e nº 35.408, de 18 de agosto de 1995.
",http://www3.prefeitura.sp.gov.br/cadlem/secretarias/negocios_juridicos/cadlem/integra.asp?alt=20052005D%20459040000,
Acesso ao lote,Postos de abastecimento de combustíveis,Distrito Federal,Brasília,Cartilha,Cartilha de acessibilidade do Distrito Federal Vol II - Projetos Urbanos,2010,obrigatoriedade,Estabelece os critérios para rebaixamento de guias e acessos aos postos de abastecimento de combustíveis.,"Para lotes destinados a Postos de Abastecimento de Combustíveis (PAC)devemserprevistos:
a. entrada e saída de veículos em uma única via;
b. passagem de pedestres e a devida sinalização horizontal, vertical e dispositivos auxiliares;
c. largura do acesso variável entre 5,0 e 10,0m (cinco e dez metros);
d. em vias secundárias, os acessos devem ter o raio de giro igual ou maior que 6,0m (seis metros), podendo usar ou não a área do lote;
e. em vias principais ou arteriais, os acessos devem ocorrer, dependendo da largura da testada do lote, dos afastamentos desse em relação ao meio-fio, podendo usar ou não a área do lote, com a utilização de faixa de desaceleração e têiper, conforme o caso;
f. em vias interurbanas ou rurais, os acessos devem ter têiper, faixa de aceleração, faixa de desaceleração e via marginal.",http://acessibilidade.net.br/downloads/cartilhas/Cartilha_acessibilidade%20_projetos_urbanos-vl2.pdf,
Acesso ao lote,Rampa e guia rebaixada para veículos,Município,Belo Horizonte,Cartilha,Cartilha de Construção e Manutenção de Passeios,2013,obrigatoriedade,"Indica a largura máxima de rebaixamento de guia (4,80m) e o comprimento máximo da rampa de acesso ao lote. Proíbe a instalação de cunhas no passeio ou no leito carroçável.","Para o rampamento de acesso a veículos, será observado: a) o rebaixamento de meio fio deverá ter a mesma extensão da largura do acesso de veículos no fechamento frontal do terreno (vão ou portão), podendo esta ser acrescida de 0,50m (cinquenta centímetros) de cada lado, respeitada a extensão máxima de 4,80m (quatro metros e oitenta centímetros); b) o comprimento da rampa não poderá ultrapassar 1,00m (um metro) e deverá ser perpendicular ao alinhamento do meio-fio, respeitada a faixa reservada ao trânsito de pedestre. Em passeios com menos de 2,00m (dois metros) de largura, o comprimento da rampa de acesso deverá preservar a faixa de pedestre correspondente a 75%(setenta e cinco por cento) da largura do passeio, sem ressalto ou depressões. É proibida a colocação de cunha de terra, concreto, madeira ou de qualquer outro objeto no logradouro público para facilitar o acesso ao passeio ou ao imóvel, sendo admitido o rebaixamento do meio-fio. [...] c) para cada 10m (dez metros) de testada de terreno, será permitido um acesso com extensão de até 4,80m (quatro metros e oitenta centímetros), podendo haver acessos subsequentes; d) quando separados, a distância mínima entre dois rebaixamentos, em frente a um mesmo lote, será de 5,20m (cinco metros e vinte centímetros).",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=35500&lang=pt_BR&pg=5570&taxp=0&,
Acesso ao lote,Rampa e guia rebaixada para veículos,Distrito Federal,Brasília,Cartilha,Cartilha de acessibilidade do Distrito Federal Vol II - Projetos Urbanos,2010,obrigatoriedade,Regulamenta as rapas de acesso de veículos aos lots privados.,"No planejamento, elaboração e modificação de projetos urbanísticos deve ser previsto o acesso de veículos a lotes de modoagarantiralivrecirculaçãodepedestres.
As rampas de acesso a garagens privadas e seus patamares de acomodação devem estar localizados no interior do lote ou projeção, em conformidade com a legislação específica .
Nos casos em que as dimensões do lote ou projeção impossibilitarem a localização de rampas e patamares de acomodação de veículos em seu interior, devem ser previstas áreas para sua localização, lindeiras ao lote, garantida a livre circulação de pedestres.
É vedado o início de rampa na própria calçada, podendo ser aceito em casos excepcionais o patamar de acomodação com as respectivas indicações dos locais de entrada e saída de veículos.
As entradas e saídas de estacionamentos e garagens de uso coletivo devem ter delimitação física, com previsão de passagem de pedestres e a devida sinalização horizontal, vertical e dispositivos auxiliares.",http://acessibilidade.net.br/downloads/cartilhas/Cartilha_acessibilidade%20_projetos_urbanos-vl2.pdf,
Acesso ao lote,Interferências no passeio,Federal,Brasil,Norma Brasileira,NBR9050,2015,obrigatoriedade,portões não podem invadir a faixa livre de circulação.,"6.15 Portões de acesso a garagens
Os portões de acesso a garagens manuais ou de acionamento automático devem funcionar sem colocar em risco os pedestres. A superfície de varredura do portão não pode invadir a faixa livre  de circulação de pedestre e deve contar com sistema de sinalização conforme 5.6.4.2.",http://www.pessoacomdeficiencia.gov.br/app/sites/default/files/arquivos/%5Bfield_generico_imagens-filefield-description%5D_164.pdf,
Acesso ao lote,Interferências no passeio,Município,Belo Horizonte,Cartilha,Cartilha de Construção e Manutenção de Passeios,2013,proibição,"Proíbe a abertura de portões e janelas, e instalação de gradil sobre o passeio.","Os mobiliários destinados a abrir portão eletrônico de garagem, a obstruir o estacionamento de veículo sobre o passeio ou a proteger contra veículo, são terminantemente proibidos. Sobre o passeio é vedada a abertura de portões, janelas, instalação de grades de proteção ou de qualquer outro elemento construtivo ou decorativo.",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=35500&lang=pt_BR&pg=5570&taxp=0&,
Acesso ao lote,Interferências no passeio,Município,Belo Horizonte,Cartilha,Cartilha de Construção e Manutenção de Passeios,2013,proibição,As adaptações de níveis entre o passeio e o lote devem ser feitos do interior deste último. É proibida a construção de degrau no passeio para acesso ao lote privado.,"É vedada a construção de degrau no passeio para acesso à edificação, devendo o degrau ser construído dentro do terreno. Quando houver transição de inclinações (do passeio para o interior do terreno), deverá haver superfície que promova tal transição, com suavidade e sem degraus. As transições de inclinações entre o greide do passeio e os níveis dos acessos de pedestres e veículos devem ser tratadas internamente ao terreno (Figura 28 e Figura 29). ",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=35500&lang=pt_BR&pg=5570&taxp=0&,
Acesso ao lote,Rampa e guia rebaixada para veículos,Município,São Paulo,Lei,Código de Obras e Edificações de São Paulo. Lei 11.228/1992.,1992,obrigatoriedade,Regulamenta o acesso de veículos ao lote. ,"O acesso de veículos ao imóvel compreende o espaço situado entre a guia e o alinhamento do logradouro.
13.1.1 – O rebaixamento de guias destinado a acesso de veículos não poderá exceder a 50% (cinquenta por cento) da extensão da testada do imóvel, excetuados os conjuntos de habitações agrupadas horizontalmente.
13.1.2 – Quando a capacidade do estacionamento for superior a 100 (cem) veículos ou quando o acesso se destinar a caminhões e ônibus, o pavimento da pista de rolamento do logradouro deverá prosseguir até o interior do lote.
13.1.3 – Visando a segurança dos pedestres, a abertura destinada à saída de veículos do imóvel deverá estar posicionada, de forma tal, que permita a visualização da calçada.
13.1.4 – O acesso de veículos em lotes de esquina deverá distar, no mínimo, 6,00m (seis metros) do início do ponto de encontro do prolongamento dos alinhamentos dos logradouros, excetuadas as edificações residenciais unifamiliares.
13.1.4.1 – Em virtude das características do logradouro, esta distância poderá ser alterada pela PMSP.
13.1.5 – A acomodação transversal do acesso entre o perfil do logradouro e os espaços de circulação e estacionamento será feita exclusivamente dentro do imóvel , de forma a não criar degraus ou desníveis abruptos na calçada.",http://www.prefeitura.sp.gov.br/cidade/secretarias/subprefeituras/upload/pinheiros/arquivos/COE_1253646799.pdf,
Semáforo,Exigência de semáforo para pedestre,Federal,Brasil,Manual,Manual Brasileiro de Sinalização de Trânsito Volume V – Sinalização Semafórica,2014,obrigatoriedade,Manual apresenta fluxograma para verificar se é indicada a instalação de semáforo para a travessia de pedestres (tanto para situação existente quanto para projeto).,"4.2.1 Critérios para estudos em locais existentes: [a] – Identificar as travessias críticas; [b] – Número de atropelamentos evitáveis por sinalização semafórica? [c] – Há travessias alternativas? [d] – Efetuar pesquisas; [e] – Produto Pedestres x Tempo Médio de Espera justifica a implantação? [f] – Solução não semafórica: Adotar solução que promova a travessia segura dos pedestres, verificando a necessidade de implantar faixas de travessia devidamente sinalizadas; [g] – Sinalização semafórica: no caso do local estudado estar em meio de quadra, deve ser implantada sinalização semafórica acionada pelo pedestre ( botoeira) ou de tempo fixo (no caso de presença contínua de pedestres).  No caso da travessia crítica estar localizada junto à interseção, deve ser feita inicialmente a verificação da possibilidade de acomodar em um mesmo estágio o volume de pedestres e o fluxo veicular. Não sendo possível, deverá ser estabelecido um estágio exclusivo para o atendimento dos pedestres.  4.2.3 Critérios para estudos em locais em fase de projeto [...]
 
",http://www.denatran.gov.br/download/resolucoes/resolucao4832014_anexo.pdf,
Semáforo,Tempo semafórico,Federal,Brasil,Manual,Manual Brasileiro de Sinalização de Trânsito Volume V – Sinalização Semafórica,2014,obrigatoriedade,"Manual apresenta o cálculo do tempo de travessia do pedestre e os intervalos de sinalização (verde, vermelho intermitente e vermelho geral). ",6.7.2 O entreverdes para os pedestres é composto basicamente pelos intervalos de vermelho intermitente e de vermelho geral. O intervalo de vermelho intermitente deve ser suficiente para que o pedestre que iniciou sua travessia no intervalo de verde possa concluí-la com segurança na velocidade normal de caminhada. O intervalo de vermelho geral deve ter duração mínima de 1 segundo. 6.14 O dimensionamento do tempo de verde de segurança para pedestres é função do volume de pedestres e das características específicas de cada travessia. Recomenda-se que a duração desse verde de segurança seja igual ou superior a 4 (quatro) segundos. Deve-se ressaltar que o tempo de verde de segurança não é dimensionado em função do tempo de duração da travessia. A realização da travessia é assegurada pelo intervalo de vermelho intermitente.,http://www.denatran.gov.br/download/resolucoes/resolucao4832014_anexo.pdf,
Semáforo,Tempo de espera pelo sinal verde,Federal,Brasil,Manual,Manual Brasileiro de Sinalização de Trânsito Volume V – Sinalização Semafórica,2014,obrigatoriedade,Manual apresenta exemplo de ciclo semafórico com  estágio exclusivo para pedestres e conclui que o tempo de espera do pedestre será muito longo e remete a leitura de um outro item do manual que traz o fluxograma para verificar se vale a pena incluir sinalização semafórica. O Manual não apresenta a possibilidade de inserir um segundo ciclo exclusivo de pedestres. Prioridade é dada aos veículos.,7.2.5 O estágio de pedestres deverá ocorrer logo após o estágio em que se forma um volume maior de pedestres que desejam realizar a travessia mais perigosa. A Tabela 7.1 permite verificar o aumento do atraso e do número de paradas provocado pela programação do estágio de pedestres.  É interessante observar que o tempo de espera médio de um pedestre é igual a 65 s até conseguir atravessar em seu estágio exclusivo. ,http://www.denatran.gov.br/download/resolucoes/resolucao4832014_anexo.pdf,
Semáforo,Tempo de espera pelo sinal verde,Federal,Brasil,Manual,Manual Brasileiro de Sinalização de Trânsito Volume V – Sinalização Semafórica,2014,obrigatoriedade,Manual recomenda a travessia de pedestres em etapas ou em desnível de forma a não prolongar o ciclo semafórico - e com isso aumentar o tempo de espera dos veículos. Prioridade é dada aos veículos.,"6.9  Em situações excepcionais de tráfego e/ou de geometria da interseção, pode ser necessário adotar tempos de ciclo maiores. Nesses casos deve ser dada especial atenção ao tratamento para a travessia dos pedestres no local, adotando-se medidas como implantação de travessia em etapas, travessia em desnível, dentre outras soluções possíveis.",http://www.denatran.gov.br/download/resolucoes/resolucao4832014_anexo.pdf,
Semáforo,Semáforo com sinal sonoro,Federal,Brasil,Lei ,"Lei Brasileira de Inclusão 2015 LEI Nº 13.146, DE 6 DE JULHO DE 2015.",2015,obrigatoriedade,estabelece situações em que é obrigatória a instalação de semáforo para pedestres com sinal sonoro,"“Art. 9o da lei 10098/2000 [...] Parágrafo único. Os semáforos para pedestres instalados em vias públicas de grande circulação, ou que deem acesso aos serviços de reabilitação, devem obrigatoriamente estar equipados com mecanismo que emita sinal sonoro suave para orientação do pedestre.” (NR)
",http://www.planalto.gov.br/ccivil_03/_Ato2015-2018/2015/Lei/L13146.htm,"Artigo da Lei No 10.098, de 19 de DEZEMBRO DE 2000 alterado pela Lei de Inclusão 13146 de 2015"
Sinalização para pedestre,Prioridade ao pedestre,Federal,Brasil,Código,Código de Trânsito Brasileiro,2015,orientação,"nos locais sem a faixa de pedestres, a prioridade é dada ao veículo.","  Art. 69. [...]  III - nas interseções e em suas proximidades, onde não existam faixas de travessia, os pedestres devem atravessar a via na continuação da calçada, observadas as seguintes normas: 
a) não deverão adentrar na pista sem antes se certificar de que podem fazê-lo sem obstruir o trânsito de veículos; ",http://www.denatran.gov.br/download/CTB2015.pdf,
Sinalização para pedestre,Prioridade ao pedestre,Federal,Brasil,Código,Código de Trânsito Brasileiro,2015,obrigatoriedade,pedestre deve atravessar onde há sinaização (faixa de travessia).,"Art. 254. É proibido ao pedestre:  I - permanecer ou andar nas pistas de rolamento, exceto para cruzá-las onde for permitido;  II - cruzar pistas de rolamento nos viadutos, pontes, ou túneis, salvo onde exista permissão;  III - atravessar a via dentro das áreas de cruzamento, salvo quando houver sinalização para esse fim; IV - utilizar-se da via em agrupamentos capazes de perturbar o trânsito, ou para a prática de qualquer folguedo, esporte, desfiles e similares, salvo em casos especiais e com a devida licença da autoridade competente; V - andar fora da faixa própria, passarela, passagem aérea ou subterrânea; VI - desobedecer à sinalização de trânsito específica. Infração - leve; Penalidade - multa, em 50% (cinqüenta por cento) do valor da infração de natureza leve. ",http://www.denatran.gov.br/download/CTB2015.pdf,
Sinalização para pedestre, Wayfinding,Federal,Brasil,Manual,Manual Brasileiro de Sinalização de Trânsito Volume I – Sinalização Vertical de Regulamentação,2007,obrigatoriedade,Única menção de sinalização para pedestres são as placas de proibição de circulação destes em determinados trechos ou de posição (à esquerda ou à direita) em relação à bicicleta. ,"O sinal R-29 deve ser utilizado para proibir a entrada ou passagem de pedestres em uma área ou via, quando se verificar que isso pode ser prejudicial à sua segurança e a do trânsito em geral.",http://www.denatran.gov.br/publicacoes/show_public.asp?cod=22,
Sinalização para pedestre, Wayfinding,Federal,Brasil,Manual,Manual Brasileiro de Sinalização de Trânsito Volume II – Sinalização Vertical de Advertência,2007,obrigatoriedade,Regulamenta placas destinadas a alertar os motoristas sobre a presença de pedestres e ciclistas na via. ,"5.11   Pedestres e ciclistas: Este grupo de sinais destina-se a alertar os condutores dos veículos da existência de travessias, sinalizadas ou não, ou de área com presença de ciclistas, pedestres, escolares e crianças"". ",http://www.denatran.gov.br/publicacoes/show_public.asp?cod=17,
Sinalização para pedestre, Wayfinding,Federal,Brasil,Manual,Manual Brasileiro de Sinalização de Trânsito Volume III – Sinalização Vertical de Indicação (2014),2014,obrigatoriedade,"A regulamentação de sinalização específica para pedestres ocorre apenas para ""Placas Educativas"" e de ""Serviços auxiliares"" e servem principalmente a indicações quanto às travessias. As  orientações do manual são apenas: que sejam instaladas transversalmente ao caminho do pedestre e que a altura da letra seja no mínimo 50mm.","5.3.    Placas educativas. Têm a função de educar o usuário da via quanto ao comportamento adequado e seguro no trânsito, através de mensagens que reforçam normas gerais de circulação e conduta. […]  5.4. As Placas de serviços auxiliares para pedestres devem ser utilizadas quando a travessia ou o serviço não são de visualização imediata no caminho natural. Esta sinalização também deve ser utilizada quando são implantadas barreiras físicas para impedir a travessia em locais perigosos, orientando os pedestres para o local de travessia mais seguro.  […] Quando as mensagens forem direcionadas a pedestres, as placas devem ser posicionadas transversalmente ao seu caminho [...] Altura mínima da letra maiúscula – h = 50mm",http://www.denatran.gov.br/download/Resolucoes/ManualSinalizacaoIndicativa2(alterado%20pela%203).pdf,
Sinalização para pedestre,Alfabeto braile,Distrito Federal,Brasília,Cartilha,Cartilha de acessibilidade do Distrito Federal Vol II - Projetos Urbanos,2010,obrigatoriedade,Obriga o uso do alfabeto braile nas placas informativas nos pontos de parada de transporte público e estações de metrô.,"Obrigatório o uso do alfabeto braile em placas informativas: a. dos pontos de parada de transporte coletivo e indicação das linhas por eles servidas; b. nas estações do metrô para indicação de trajetos, intervalos entre viagens, localização da estação e demais informações necessárias à utilização segura da pessoa com deficiência visual.",http://acessibilidade.net.br/downloads/cartilhas/Cartilha_acessibilidade%20_projetos_urbanos-vl2.pdf,
Sinalização para pedestre,Sinalização tátil ,Município,Belo Horizonte,Cartilha,Cartilha de Construção e Manutenção de Passeios,2013,obrigatoriedade,Determina as normas para instalação de sinalização de alerta e direcional.,"Segundo normas da ABNT, a sinalização tátil de alerta deve ser instalada perpendicularmente ao sentido de deslocamento nas seguintes situações: a) obstáculos suspensos entre 0,60m (sessenta centímetros) e 2,10m (dois metros e dez centímetros) de altura do piso acabado, que tenham o volume maior na parte superior do que na base, devem ser sinalizados com piso tátil de alerta. A superfície a ser sinalizada deve exceder em 0,60m (sessenta centímetros) a projeção do obstáculo, em toda a superfície ou somente no perímetro desta; b) nos rebaixamentos de calçadas, em cor contrastante com a do piso. A sinalização tátil direcional deve: b) ser instalada no sentido do deslocamento; c) ter largura entre 0,20m (vinte centímetros) e 0,60m (sessenta centímetros); d) ser cromodiferenciada em relação ao piso adjacente. Quando o piso adjacente tiver textura, recomenda-se que a sinalização tátil direcional seja lisa. A sinalização tátil direcional deve ser utilizada em áreas de circulação na ausência ou interrupção da guia de balizamento, indicando o caminho a ser percorrido e em espaços amplos. ",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=35500&lang=pt_BR&pg=5570&taxp=0&,
